site_id,i_ref,latitude,longitude,pop,priority_category,priority_weight,slope,dist_to_road_m,in_water
J_00082,I_00986,16.438981227586616,107.5139975441275,1077.1844685077667,normal,1.0,0.0,214.81746850469818,False
J_00083,I_00293,16.312890221356728,108.01470279736397,1074.1509215831757,residential,2.2,0.0,7.23217652892543,False
J_00084,I_00535,16.216133505596858,108.06041050509897,1060.320523262024,normal,1.0,0.0,3.0749892314674696,False
J_00085,I_00930,16.330519603057706,107.61988581167678,1024.1351613998413,normal,1.0,0.0,205.10167208493257,False
J_00086,I_00233,16.32326506375919,107.92873922428788,942.3414394855499,residential,3.7,0.0,7.43603235308613,False
J_00087,I_00829,16.358389326577083,107.03428028491933,912.9370844364166,residential,2.2,0.0,3.808814881119916,False
J_00088,I_00287,16.272059177144055,108.03095994999136,838.1046924591064,normal,1.0,0.0,84.77884838723976,False
J_00089,I_00451,16.299009021086444,107.34745474017083,752.6864776611328,residential,2.2,0.0,148.20492725582542,False
J_00090,I_00890,16.289493969176597,107.38769133922136,547.0808479785919,residential,2.2,0.0,10.690952669510205,False
J_00091,I_00191,16.274536262786913,107.77863201564881,522.2143800258636,normal,1.0,0.0,131.19481734542111,False
J_00092,I_00906,16.37762949107703,107.59628086752137,422.86486983299255,normal,1.0,0.0,14.499553686476515,False
J_00093,I_00530,16.392506992461776,107.68160012426344,408.3258273601532,normal,1.0,0.0,12.825214930684341,False
J_00094,I_00926,16.291495847254687,107.78281049017545,399.87981128692627,normal,1.0,0.0,10.740730462881462,False
J_00095,I_00092,16.262949238810066,107.68704525300502,398.05656027793884,normal,1.0,0.0,42.44229819283297,False
J_00096,I_00816,16.370696626026824,107.74702732165454,376.55885910987854,normal,1.0,0.0,56.3227838335028,False
J_00097,I_00900,16.14425462175665,107.75122345243598,341.57201647758484,residential,2.2,0.0,34.07878770612744,False
J_00098,I_00872,16.592471780445756,107.31248384834181,319.2508625984192,residential,2.2,0.0,6.624959692253647,False
J_00099,I_00912,16.730071045230396,107.4000535954682,298.94663858413696,residential,2.2,0.0,6.842309376928384,False
J_00100,I_00282,16.113219935355232,107.63177648157863,241.58222317695618,normal,1.0,0.0,21.402370167591805,False
J_00101,I_00323,16.371149471798947,107.7561813090597,234.51795268058777,normal,1.0,0.0,5.696780744679739,False
J_00102,I_00968,16.31521698231939,107.71719159344256,227.47404289245605,normal,1.0,0.0,24.67634779884809,False
J_00103,I_00383,16.31007366662314,107.75139680413022,194.53836178779602,residential,3.7,0.0,123.81601023751669,False
J_00104,I_00840,16.350004077412255,107.68644063300499,186.0691750049591,normal,1.0,0.0,124.69416585715783,False
J_00105,I_00203,16.329646285748634,107.41288768408508,138.98858428001404,residential,2.2,0.0,91.94587635614911,False
J_00106,I_00399,16.381411409546235,107.6209067584559,133.0652322769165,normal,1.0,0.0,96.1214539027614,False
J_00107,I_00366,16.352378211756804,107.48687496708726,103.62278366088867,normal,1.0,0.0,9.76820447582238,False
J_00108,I_00955,16.356730759468014,107.53688054729449,80.45400142669678,normal,1.0,0.0,3.093251896921316,False
J_00109,I_00296,16.341878021653464,107.73230095956785,54.335830211639404,residential,3.7,0.0,69.85674199807691,False
J_00110,I_00089,16.310138893373413,107.08295978611183,19.318382024765015,residential,2.2,0.0,89.54188923272571,False
