bts_id,power_id,total_time_hr,operating_cost_vnd_24h,travel_cost_vnd,total_cost_vnd
BTS_01404,POWER_0146,0.3151954486447997,88163.0,84438.87641701273,172601.8764170127
BTS_06361,POWER_0003,0.6475906272523135,88163.0,107579.3198959532,195742.3198959532
BTS_05096,POWER_0073,0.9791377585445568,1680000.0,118527.20235013057,1798527.2023501305
BTS_05765,POWER_0113,0.143619129014726,88163.0,17385.473512308952,105548.47351230895
BTS_06441,POWER_0104,0.5757144604098331,1680000.0,122529.101083046,1802529.101083046
BTS_03292,POWER_0109,1.0169721107043208,1680000.0,123107.15024315464,1803107.1502431547
BTS_04518,POWER_0039,0.7143945251295287,1680000.0,86479.3372525219,1766479.337252522
BTS_04760,POWER_0029,0.7642054279353039,1680000.0,92509.07811848416,1772509.0781184842
BTS_04523,POWER_0054,0.3597651408246025,1680000.0,93232.67387130186,1773232.6738713018
BTS_04368,POWER_0040,1.057407781266519,1680000.0,210026.5391999812,1890026.5391999811
BTS_06172,POWER_0030,0.7695207745962012,88163.0,153066.13691768103,241229.13691768103
BTS_06204,POWER_0087,0.3676632582462139,1680000.0,52551.01302159919,1732551.0130215993
BTS_05974,POWER_0058,0.1878581355378958,88163.0,26957.86398043945,115120.86398043945
BTS_06408,POWER_0026,0.5888721073618095,88163.0,100471.28854078696,188634.28854078695
BTS_05592,POWER_0111,0.2984533691382837,88163.0,82531.40800984889,170694.4080098489
BTS_02053,POWER_0101,0.5888079726695175,1680000.0,116397.79095465704,1796397.7909546571
BTS_04657,POWER_0114,0.460544251344146,88163.0,82379.8682724352,170542.8682724352
BTS_06346,POWER_0134,0.2268193710113595,88163.0,97861.86434451828,186024.86434451828
