site_id,i_ref,latitude,longitude,pop,priority_category,priority_weight,slope,dist_to_road_m,in_water
J_00000,I_00729,16.472721047842814,107.58520926946088,131548.28236341476,command_centers_clean,12.7,0.0,80.95043660663086,False
J_00001,I_00729,16.471605994639322,107.58732256465188,130393.44886636734,command_centers_clean,12.7,0.0,22.636719102198064,False
J_00002,I_00702,16.464560997569222,107.58805979361337,128854.04879283905,command_centers_clean,12.7,0.0,24.652509473988303,False
J_00003,I_00702,16.45984020064408,107.58630398236359,127419.12321805954,command_centers_clean,12.7,0.0,6.4725715332061835,False
J_00004,I_01027,16.448920520839152,107.60766269979203,67108.57217025757,command_centers_clean,12.7,0.0,15.282841503673597,False
J_00005,I_00702,16.458779194593816,107.55783931295018,43253.927926540375,command_centers_clean,12.7,0.0,11.996831903252403,False
J_00006,I_00729,16.49598166410911,107.55870161049273,17799.674132823944,command_centers_clean,12.7,0.0,13.817589701154303,False
J_00007,I_01183,16.27498026466882,107.219291049434,10534.141458034515,residential_clean,5.2,0.0,8.471061134278322,False
J_00008,I_00427,16.24914709978052,107.23812803379454,10205.860707759857,residential_clean,5.2,0.0,12.26563161064607,False
J_00009,I_01027,16.4428854732394,107.62273879984905,7260.226359367371,command_centers_clean,12.7,0.0,3.2702740479592336,False
J_00010,I_00967,16.557375531888248,107.60728325074965,7131.775988578796,residential_clean,2.2,0.0,215.96583306287337,False
J_00011,I_00642,16.574450942644166,107.6021914550634,7119.141864776611,residential_clean,2.2,0.0,54.956190488075265,False
J_00012,I_01104,16.24110791626113,107.24495329278356,4510.507083415985,residential_clean,5.2,0.0,5.271926368743817,False
J_00013,I_00859,16.63128248166125,107.51109491951424,4189.951062202454,residential_clean,2.2,0.0,1.0233536636420555,False
J_00014,I_00625,16.488493190644377,107.7508080678642,3588.576114177704,normal,1.0,0.0,6.627972557591453,False
J_00015,I_01096,16.50985489584054,107.44235547423689,3481.501048564911,normal,1.0,0.0,76.85446969776231,False
J_00016,I_01096,16.510655303697227,107.44642362446456,3215.9952874183655,normal,1.0,0.0,12.652161812427606,False
J_00017,I_00589,16.17949917976087,107.7014346743496,3156.5854682922363,residential_clean,2.2,0.0,9.136705583758859,False
J_00018,I_00589,16.17133951037358,107.7064290874751,3097.0531706809998,residential_clean,2.2,0.0,12.96434179748037,False
J_00019,I_01027,16.43506072478641,107.65074435490303,2955.581386566162,command_centers_clean,12.7,0.0,42.23973706726915,False
J_00020,I_00320,16.69546883668057,107.38833213854237,2894.56125164032,residential_clean,4.7,0.0,28.363994920678206,False
J_00021,I_00778,16.50431870556778,107.37234871771838,2787.6693625450134,residential_clean,2.2,0.0,3.5660826520348956,False
J_00022,I_00533,16.69486284000964,107.3807477438647,2787.0227937698364,residential_clean,4.7,0.0,383.27757048241597,False
J_00023,I_01051,16.16845974891823,107.6841654086685,2710.0014238357544,normal,1.0,0.0,3.82950007544675,False
J_00024,I_00857,16.504275361123455,107.43887058660295,2489.6612005233765,residential_clean,2.2,0.0,5.532313978821926,False
J_00025,I_00241,16.490463025982994,107.41960717702008,2479.3148465156555,residential_clean,2.2,0.0,1.421066429709869,False
J_00026,I_00390,16.659393061226236,107.44532447047402,2474.8319244384766,residential_clean,2.2,0.0,224.8776085248054,False
J_00027,I_00857,16.49622917588463,107.4396485660045,2458.413070678711,residential_clean,2.2,0.0,3.2088100778052686,False
J_00028,I_00652,16.583559071054285,107.52119406811985,2349.4732241630554,residential_clean,2.2,0.0,1.1933648738201714,False
J_00029,I_00589,16.171078668269033,107.71792619382806,2347.34113740921,residential_clean,2.2,0.0,17.40225042607309,False
J_00030,I_00862,16.632307296825037,107.32462256025484,2198.3177938461304,residential_clean,2.2,0.0,400.888327993228,False
J_00031,I_00778,16.494532877228703,107.4028431287013,2046.3424649238586,residential_clean,2.2,0.0,0.9531116578992326,False
