site_id,latitude,longitude,pop,priority_category,priority_weight
I_00113,16.1424014717014,107.75795576441972,185.57266356321009,residential_clean,2.2
I_00114,16.354193890263932,107.53321185682418,1090.6040603440779,normal,1.0
I_00115,16.2479899038098,107.24080702255063,4424.018110261132,residential_clean,2.2
I_00116,16.35422631312358,107.53268653694167,954.6960251594905,normal,1.0
I_00117,16.22265383611067,107.1869442050927,65.5881897347725,residential_clean,2.2
I_00118,16.330804946823047,107.17153725640699,2196.0853384093703,residential_clean,2.2
I_00119,16.37297657437583,107.67526291740158,53.11336896276239,normal,1.0
I_00120,16.300095979207164,107.33138976241145,196.23445720577362,residential_clean,2.2
I_00121,16.2215292723084,107.18659449635638,58.49335464581417,residential_clean,2.2
I_00122,16.63239872951783,107.51786774663601,4344.674215016587,residential_clean,2.2
I_00123,16.329803274548034,107.17006038014438,2335.7918694322707,residential_clean,2.2
I_00124,16.353172666527037,107.61897888191464,1936.3481358311371,normal,1.0
I_00125,16.461493745344928,107.43056137879742,18.07693373502469,normal,1.0
I_00126,16.528939217385457,107.53571081734673,1219.0663604834906,residential_clean,2.2
I_00127,16.300681580282056,107.3318645193213,318.47362195958686,residential_clean,2.2
I_00128,16.62992997467932,107.31403571816016,83.59820802124536,residential_clean,2.2
I_00129,16.21994803402922,107.18777682159266,59.54978923979668,residential_clean,2.2
I_00130,16.733234933132536,107.39589798950023,55.94450378978804,residential_clean,2.2
I_00131,16.25891331486423,107.88836881889705,1685.9593672636718,schools_clean,3.0
I_00132,16.220507645578333,107.18629650402407,63.99875948142195,residential_clean,2.2
I_00133,16.733379779011383,107.39490255176734,44.883449113443156,residential_clean,2.2
I_00134,16.20225678685954,107.29513416820072,36.211104784163005,residential_clean,2.2
I_00135,16.32309414264901,107.73277862185168,396.36028508893094,residential_clean,3.7
I_00136,16.63364824173347,107.51606822272953,4763.855486549126,residential_clean,2.2
I_00137,16.26872705444999,107.78058588075935,289.8864091079351,normal,1.0
I_00138,16.311539272481024,107.14968602635757,41.98677661271503,normal,1.0
I_00139,16.361304727165717,107.12633939231995,73.52840461459591,residential_clean,2.2
I_00140,16.536369712339205,107.42541944366094,32617.672247424438,residential_clean,3.7
I_00141,16.304525675256297,107.39004407059811,622.9278836548589,residential_clean,2.2
I_00142,16.514957719877657,107.29412716161077,600.4177810195908,residential_clean,2.2
I_00143,16.734470848428707,107.39455958816714,29.86679382376504,residential_clean,2.2
I_00144,16.111435340084686,107.39444331361723,222.03783259505315,residential_clean,2.2
I_00145,16.40126402069771,107.71509062192656,772.2110391789422,residential_clean,2.2
I_00146,16.32827834355358,107.41372668983529,58.132886130113846,residential_clean,2.2
I_00147,16.26059782739425,107.88775702907917,1042.2901011277713,schools_clean,3.0
I_00148,16.302464427296602,107.38927232657718,364.80930120500807,residential_clean,2.2
I_00149,16.167332242361102,107.70507780716305,4827.273775782979,residential_clean,5.2
I_00150,16.476302885882667,107.55461129477307,17154.564392281103,residential_clean,8.7
I_00151,16.30413912309749,108.03187138217339,70.45568767826533,normal,1.0
I_00152,16.086477492030014,107.38637386491139,57.878362411505115,residential_clean,2.2
I_00153,16.35687758817156,107.7642002328046,117.42909199127142,normal,1.0
I_00154,16.50862178844034,107.67150231587505,234.33443396877834,residential_clean,2.2
I_00155,16.30018020299932,107.33375546481597,314.68235468143695,residential_clean,2.2
I_00156,16.16342383643775,107.70275015933186,3997.5154639244906,residential_clean,5.2
I_00157,16.258800055291907,107.88950048375958,941.1431883870962,schools_clean,3.0
I_00158,16.314675670941998,108.02293279359613,24.608464507853995,residential_clean,3.7
I_00159,16.246319433196074,107.23971269642611,3767.916256905818,residential_clean,2.2
I_00160,16.317476893795366,108.02408792181477,28.83315020771186,industrial_clean,2.5
I_00161,16.317975447184374,108.02630517816593,38.94075311146445,industrial_clean,2.5
I_00162,16.400697043852052,107.71547252668826,796.9407127797527,residential_clean,2.2
I_00163,16.075214488735554,107.36794018191823,155.38115239581907,residential_clean,2.2
I_00164,16.32448879281767,107.6981609798845,20.897599954047703,normal,1.0
I_00165,16.219645595363836,108.05761363764184,325.848824719016,normal,1.0
I_00166,16.66709332697062,107.3853705585712,20986.616157065342,residential_clean,2.2
I_00167,16.30409718907566,108.03374811279376,86.16883971474017,normal,1.0
I_00168,16.317327573525123,108.02480678333448,23.45403649635226,industrial_clean,2.5
I_00169,16.66104488586941,107.46094214115024,625.4358512339767,residential_clean,4.2
I_00170,16.479140890588162,107.5550544693002,12250.954632111941,residential_clean,8.7
I_00171,16.51582472613276,107.29265806443236,788.6516060248969,residential_clean,2.2
I_00172,16.53583376305894,107.42168403955358,24885.812275624467,residential_clean,3.7
I_00173,16.351540087669612,107.61972803830547,2255.4230638171057,normal,1.0
I_00174,16.356994154059475,107.7656168565631,164.4506039477423,normal,1.0
I_00175,16.356803919909932,107.76477970276709,178.69732403576742,normal,1.0
I_00176,16.668550590872808,107.38480324520636,14125.79419671532,residential_clean,2.2
I_00177,16.304344397043835,108.03439448924354,66.03814776216204,normal,1.0
I_00178,16.37307445245882,107.67428537291465,102.65915554423573,normal,1.0
I_00179,16.44729592226205,107.64981407648753,295.66644323761204,normal,1.0
I_00180,16.302188776546824,107.38784167937482,580.1662964494207,residential_clean,2.2
I_00181,16.303965472257847,107.38972292409107,620.7860524296555,residential_clean,2.2
I_00182,16.356886175021913,107.83155529800241,62.69306828012643,normal,1.0
I_00183,16.173523067093633,107.31321536070216,339.38687593615504,residential_clean,2.2
I_00184,16.10829518432122,107.39598919296816,197.26331770345752,residential_clean,2.2
I_00185,16.58084131385109,107.53161635579372,3674.2555948290824,residential_clean,2.2
I_00186,16.47118974015945,107.70812722709101,2153.7924415202433,normal,1.0
I_00187,16.536413773855518,107.42243925376172,19613.621014318036,residential_clean,3.7
I_00188,16.30313553750021,108.03213305075812,118.43041808981096,normal,1.0
I_00189,16.17494885739896,107.31280504055185,194.80060841822564,residential_clean,2.2
I_00190,16.39443155157305,107.74402050154303,102.6471617659845,normal,1.0
I_00191,16.08567018050896,107.38550354688823,60.33109425963658,residential_clean,2.2
I_00192,16.220583447601946,108.05467508905666,368.10332014256977,normal,1.0
I_00193,16.379731477641307,107.10602163262838,207.3081961067287,residential_clean,2.2
I_00194,16.328621388799935,107.93345873890378,861.7807500985232,normal,1.0
I_00195,16.17568273750678,107.31242843349195,358.31148872983636,residential_clean,2.2
I_00196,16.10921835761656,107.39553756902598,339.8722473993449,residential_clean,2.2
I_00197,16.39639640530502,107.74295137201113,122.21675333095874,residential_clean,2.2
I_00198,16.736459008088108,107.39464816952209,45.67666568217638,residential_clean,2.2
I_00199,16.2677436753567,107.78049599134174,275.864206586588,normal,1.0
I_00200,16.47010505174616,107.70803477762092,2938.6756837462412,normal,1.0
I_00201,16.32896384521224,107.93204982805065,759.0504434655926,normal,1.0
I_00202,16.248351287202375,107.31006946605089,73.59888078825803,normal,1.0
I_00203,16.31848828579239,108.02492770505751,24.386440579312247,industrial_clean,2.5
I_00204,16.301874560721306,107.39088732675344,670.4284321381233,residential_clean,2.2
I_00205,16.351934240553465,107.66452723421237,280.4006115197677,normal,1.0
I_00206,16.25732431272402,107.88898235045328,1688.7537149595535,schools_clean,3.0
I_00207,16.5805031076675,107.53053719804058,4900.774615291009,residential_clean,2.2
I_00208,16.534260236994104,107.42096733714733,19160.652891127374,residential_clean,3.7
I_00209,16.248268920535597,107.30849564350201,112.38936912513228,normal,1.0
I_00210,16.478333272169042,107.55447182105205,16904.212282425033,residential_clean,8.7
I_00211,16.258724423544894,107.88602935460658,967.9974719886827,schools_clean,3.0
I_00212,16.25915774288483,107.88814291691317,1053.281860599699,schools_clean,3.0
I_00213,16.55325164592028,107.63455916748025,18739.430368803503,residential_clean,3.7
I_00214,16.313249255860967,107.14987536486093,35.279203174645566,normal,1.0
I_00215,16.322978050394276,107.73513882159781,368.9001619047835,residential_clean,3.7
I_00216,16.36306102597073,107.12783752567142,72.12231898039336,residential_clean,2.2
I_00217,16.47554252785649,107.61435358289556,33438.12121744576,residential_clean,7.2
I_00218,16.376428225711162,107.05351660615594,1209.1968155587515,residential_clean,2.2
I_00219,16.328316625092594,107.4122954305997,52.32940810286561,residential_clean,2.2
I_00220,16.328989669295073,107.93210121988925,980.5599853608647,normal,1.0
I_00221,16.31380300540923,107.15048677357643,31.28667869284946,normal,1.0
I_00222,16.47806526815585,107.6146967721139,45391.284200031325,residential_clean,7.2
I_00223,16.313898489225718,107.15095455195456,45.2392197541937,normal,1.0
I_00224,16.21965105685705,107.18775580354985,50.44623649409716,residential_clean,2.2
I_00225,16.32874407627969,107.41304085856541,68.53595276290861,residential_clean,2.2
I_00226,16.632285563514525,107.51788086557619,2730.015410908239,residential_clean,2.2
I_00227,16.316815686377222,108.02444485451238,28.22600818356649,industrial_clean,2.5
I_00228,16.142695537629894,107.75835478494169,186.41934054854067,residential_clean,2.2
I_00229,16.733859142159904,107.39493984573701,30.008823026135204,residential_clean,2.2
I_00230,16.666714854447285,107.38398936853245,12595.138739702554,residential_clean,2.2
I_00231,16.073982857392153,107.36768775248719,133.67706357182087,residential_clean,2.2
I_00232,16.28642124509011,107.21902422767032,1083.446767104776,residential_clean,2.2
I_00233,16.66775970105634,107.38598687643729,11575.857031294536,residential_clean,2.2
I_00234,16.221242111246713,107.18759038164922,62.44522247284539,residential_clean,2.2
I_00235,16.415097199085782,107.50328668772401,50.00274518115388,normal,1.0
I_00236,16.332141886066037,108.01794692675425,51.332147550922954,industrial_clean,2.5
I_00237,16.733679301447907,107.39322338702874,50.38056225949751,residential_clean,2.2
I_00238,16.351434742668687,107.4460208846854,252.880101163147,normal,1.0
I_00239,16.528856463267356,107.53660611008351,894.3143876712081,residential_clean,2.2
I_00240,16.107514235197762,107.3965140424457,219.05245212288153,residential_clean,2.2
I_00241,16.28426961483463,107.21894117324098,1378.2215591426414,residential_clean,2.2
I_00242,16.22070786641216,107.18672980324514,38.71318009814057,residential_clean,2.2
I_00243,16.32459349820495,107.69840941333234,25.277315035403635,normal,1.0
I_00244,16.449501577163883,107.74224731169433,490.8452650993899,normal,1.0
I_00245,16.736680155034087,107.39643004977768,50.32199402025039,residential_clean,2.2
I_00246,16.351172044243476,107.61837576230963,1499.6487379924893,normal,1.0
I_00247,16.531224463751013,107.53521697834167,970.5386453137445,residential_clean,2.2
I_00248,16.33101837018937,108.02081181715567,34.94929318211652,industrial_clean,2.5
I_00249,16.331958827860355,108.01962285498873,36.817606572187366,industrial_clean,2.5
I_00250,16.283864126032956,107.2181249733487,1223.201172866679,residential_clean,2.2
I_00251,16.468442014066678,107.70931881246793,3980.032920597942,normal,1.0
I_00252,16.1753741367954,107.31053736552356,354.08748028585376,residential_clean,2.2
I_00253,16.5899543178333,107.58378909373569,712.930614887331,normal,1.0
I_00254,16.16544412359134,107.70225683815994,5687.954096489389,residential_clean,5.2
I_00255,16.222304049531292,108.05712193215564,269.846760346533,normal,1.0
I_00256,16.32220056516712,107.73415815741167,263.6380314432178,residential_clean,3.7
I_00257,16.530108489164867,107.53378567278722,767.649167956202,residential_clean,2.2
I_00258,16.303454516430044,107.3881515513625,447.00255046425076,residential_clean,2.2
I_00259,16.528689590086497,107.53679437029737,915.1537831285699,residential_clean,2.2
I_00260,16.393468807899644,107.7425925439974,96.33233770444178,residential_clean,2.2
I_00261,16.35140588299036,107.66556970649599,260.41452829237744,normal,1.0
I_00262,16.590246797626463,107.58495708495322,834.032402503805,normal,1.0
I_00263,16.107350438329668,107.3952779497408,333.0079532304458,residential_clean,2.2
I_00264,16.318288084155437,108.02335319605075,40.65760851495794,industrial_clean,2.5
I_00265,16.331042498052085,107.17277094229257,2463.2979406776,residential_clean,2.2
I_00266,16.3543040329914,107.53149283710377,856.7313691162748,normal,1.0
I_00267,16.514954510611645,107.29304913536922,792.0299716746681,residential_clean,2.2
I_00268,16.324665050329312,107.69957425000865,20.455922093181353,normal,1.0
I_00269,16.322592985607386,107.73453517568073,361.81326032138406,residential_clean,3.7
I_00270,16.219316314761222,107.18680326493784,50.56876309662289,residential_clean,2.2
I_00271,16.222406032337076,107.18696780628649,51.953074180390885,residential_clean,2.2
I_00272,16.402005479876866,107.7147913226852,1030.1806951200815,residential_clean,2.2
I_00273,16.463253797254726,107.43051113739088,21.46735641744329,normal,1.0
I_00274,16.35073070415202,107.61970985503093,1330.8459196675426,normal,1.0
I_00275,16.089676320359175,107.3512461776552,58.80270214179565,residential_clean,2.2
I_00276,16.589898859703606,107.58376373691885,652.7247276222473,normal,1.0
I_00277,16.35091646123197,107.66399245396208,270.08517152259134,normal,1.0
I_00278,16.552262765343386,107.63254013903656,24317.75764480379,residential_clean,3.7
I_00279,16.356550895060987,107.83328169105847,107.96582929886989,normal,1.0
I_00280,16.304313746906413,108.03256175081671,117.41752670548654,normal,1.0
I_00281,16.58928958550609,107.58296287055923,976.106068113549,normal,1.0
I_00282,16.086842110671142,107.38686374757602,69.58568940429066,residential_clean,2.2
I_00283,16.41420139317861,107.50298814764339,55.6402460033804,normal,1.0
I_00284,16.3028049015928,108.03503655884398,95.51301848402849,normal,1.0
I_00285,16.142938747568973,107.76004321420459,180.14742695525072,residential_clean,2.2
I_00286,16.660202269570163,107.46021535752668,565.1995047770557,residential_clean,4.2
I_00287,16.379455652194494,107.10637487628757,173.78420448265305,residential_clean,2.2
I_00288,16.32474521342254,107.73493297878923,283.6450073206464,residential_clean,3.7
I_00289,16.589900876800446,107.58361561177513,1091.337672830643,normal,1.0
I_00290,16.551201594285914,107.63289200956325,27386.10988745147,residential_clean,3.7
I_00291,16.30573348503006,107.3895798206547,485.28864627947235,residential_clean,2.2
I_00292,16.589558985549964,107.58308863526261,1021.7875260525242,normal,1.0
I_00293,16.318769184771096,108.02163644386349,40.26988023836107,industrial_clean,2.5
I_00294,16.37794883025777,107.10463768085019,261.9870225193159,residential_clean,2.2
I_00295,16.246506766208967,107.30793256004678,81.63090374768554,normal,1.0
I_00296,16.36075453498176,107.12580946125922,57.58428636077506,residential_clean,2.2
I_00297,16.249118833877745,107.24085567537436,3176.8950145677313,residential_clean,2.2
I_00298,16.359060791357653,107.76564464474068,95.15491934663764,normal,1.0
I_00299,16.475545718933212,107.61513934664214,63739.90202329796,residential_clean,7.2
I_00300,16.299534018043307,107.33099758792073,211.91040073268496,residential_clean,2.2
I_00301,16.675371325279677,107.47065141251717,3771.786431370025,residential_clean,2.2
I_00302,16.445397533914125,107.64872472431789,246.9740683621098,normal,1.0
I_00303,16.109005837498533,107.39646561543341,205.49494262725966,residential_clean,2.2
I_00304,16.535821911382683,107.42102328739914,28383.257543611136,residential_clean,3.7
I_00305,16.631305555056482,107.30992283272593,76.38080228101022,residential_clean,2.2
I_00306,16.479574113661823,107.55235145022587,11039.32463669955,residential_clean,8.7
I_00307,16.175902927106435,107.31119010791721,349.8885328205836,residential_clean,2.2
I_00308,16.35060033997454,107.66403163871375,254.60640646435925,normal,1.0
I_00309,16.085610613779803,107.38543851989431,47.49357975271612,residential_clean,2.2
I_00310,16.32531095386557,107.69877040430497,15.461969576302533,normal,1.0
I_00311,16.331712467659727,108.01952053276904,53.03358069049304,industrial_clean,2.5
I_00312,16.24778987450135,107.24150226382893,3853.9521307202685,residential_clean,2.2
I_00313,16.351858608869918,107.61833688493617,1452.2173215112393,normal,1.0
I_00314,16.37346124607453,107.67485977928048,96.32325301981868,normal,1.0
I_00315,16.24965592846928,107.30718620584737,67.72327242821663,normal,1.0
I_00316,16.165536307661675,107.70292484696542,2986.410359128554,residential_clean,5.2
I_00317,16.35053951122573,107.62033078792199,2210.93317776886,normal,1.0
I_00318,16.372227563085804,107.67546452519483,66.28261685171474,normal,1.0
I_00319,16.450825316313477,107.7390142605085,572.6482804344703,industrial_clean,2.5
I_00320,16.323094846119925,107.69925364339198,23.36461875664269,normal,1.0
I_00321,16.47657455905307,107.55387991822332,18619.164862696554,residential_clean,8.7
I_00322,16.330009534885896,107.17158994431183,2498.9257282385443,residential_clean,2.2
I_00323,16.416805433948213,107.50267622507185,74.4182859240222,normal,1.0
I_00324,16.330190841760487,107.17113386257375,1696.753990486373,residential_clean,2.2
I_00325,16.476599954931384,107.44289332973773,47.94301444326883,residential_clean,2.2
I_00326,16.53602553009103,107.42138272883393,35993.30115229023,residential_clean,3.7
I_00327,16.303295174461947,108.03364133195473,83.11999370475074,normal,1.0
I_00328,16.507052179455155,107.67011896138648,179.83103284680354,residential_clean,2.2
I_00329,16.59172256749418,107.58423310791237,1037.026804579576,normal,1.0
I_00330,16.175869114576575,107.31242762016954,287.75399350549134,residential_clean,2.2
I_00331,16.35999652015428,107.12659248121857,73.57342283535544,residential_clean,2.2
I_00332,16.658252000544234,107.45821001393603,505.991876903278,residential_clean,4.2
I_00333,16.267506594206036,107.77971824057813,272.97289451226453,normal,1.0
I_00334,16.219649211238618,108.05409565890335,271.6839920814648,normal,1.0
I_00335,16.591058305368243,107.5826317385437,735.1583623318321,normal,1.0
I_00336,16.174663685953433,107.31407731125043,299.10839026296003,residential_clean,2.2
I_00337,16.33064977477965,107.17136984499405,1624.8850981121657,residential_clean,2.2
I_00338,16.24773875694139,107.24113489908237,3489.298119863399,residential_clean,2.2
I_00339,16.371060728880252,107.67540263816912,93.20193031433996,normal,1.0
I_00340,16.08593751626054,107.38727891035285,69.3578633582566,residential_clean,2.2
I_00341,16.24645157890892,107.30779291385149,102.23831323223783,normal,1.0
I_00342,16.20271601367274,107.29572140527063,29.340118552371834,residential_clean,2.2
I_00343,16.173850217913394,107.3125890643882,196.25354071786353,residential_clean,2.2
I_00344,16.462286953005805,107.43103618904253,15.663758051116488,normal,1.0
I_00345,16.305648190519733,108.03366012020136,113.16646430659644,normal,1.0
I_00346,16.53038852226301,107.53760740835723,1045.6089185478932,residential_clean,2.2
I_00347,16.35675809095417,107.7651510213449,139.89427280611554,normal,1.0
I_00348,16.379668409376645,107.10614044730941,178.0116243750102,residential_clean,2.2
I_00349,16.376601334496215,107.05228182225265,733.6770309527712,residential_clean,2.2
I_00350,16.73322476909018,107.3964686699383,55.481416152562325,residential_clean,2.2
I_00351,16.30432386336586,107.38897545221388,639.8407080518374,residential_clean,2.2
I_00352,16.351796469511616,107.44519358980266,173.47523239269475,normal,1.0
I_00353,16.219949279374042,107.18831238459227,38.74100260081906,residential_clean,2.2
I_00354,16.530050865586713,107.53604787901001,827.8701255040311,residential_clean,2.2
I_00355,16.356637394541522,107.8325875370947,77.971636258308,normal,1.0
I_00356,16.222801417180758,107.18800790602525,45.59281091952814,residential_clean,2.2
I_00357,16.333284702787356,108.02053188012438,51.25628489229885,industrial_clean,2.5
I_00358,16.248091815215876,107.30925877558673,108.98068174226904,normal,1.0
I_00359,16.4029017234537,107.71432699142387,1043.6095993579636,residential_clean,2.2
I_00360,16.302101804857486,107.33174127526905,365.82834066165447,residential_clean,2.2
I_00361,16.266172786967203,107.77776108321525,295.8626742386149,normal,1.0
I_00362,16.474024528575857,107.44193928784446,51.62994313484953,normal,1.0
I_00363,16.371744170213244,107.67336460401118,64.92395467453993,normal,1.0
I_00364,16.317882253394682,108.02419139597,29.036906637830732,industrial_clean,2.5
