site_id,i_ref,latitude,longitude,pop,priority_category,priority_weight,slope,dist_to_road_m,in_water
J_00000,I_00702,16.464564484262805,107.58285514309475,133477.37726259232,command_centers_clean,12.7,0.0,196.38457433563138,False
J_00001,I_00702,16.465387635281235,107.58578679354221,131401.62833309174,command_centers_clean,12.7,0.0,145.23544041391992,False
J_00002,I_00729,16.47280366828221,107.58531858668032,131352.26065015793,command_centers_clean,12.7,0.0,65.45612132113766,False
J_00003,I_00702,16.452053116981546,107.5516882879027,18012.361421585083,command_centers_clean,12.7,0.0,169.0490597805466,False
J_00004,I_00967,16.56175781453139,107.62465629380792,16745.015774726868,residential_clean,2.2,0.0,437.8265633402458,False
J_00005,I_00967,16.55269886087072,107.6247096968657,15018.302017688751,residential_clean,2.2,0.0,298.9715360412651,False
J_00006,I_00967,16.56080563832133,107.61945988886589,14317.27336025238,residential_clean,2.2,0.0,136.47399927162263,False
J_00007,I_00054,16.259104634191697,107.23844472366255,12872.742105007172,residential_clean,5.2,0.0,3.434365605884524,False
J_00008,I_00729,16.50022477752571,107.55631413335453,12762.064329624176,command_centers_clean,12.7,0.0,16.34335119979396,False
J_00009,I_00169,16.56802160033397,107.61815419031805,10777.930277347565,residential_clean,2.2,0.0,17.801223099128194,False
J_00010,I_01183,16.275091234808002,107.21916164095515,10517.738826274872,residential_clean,5.2,0.0,0.6031865492573832,False
J_00011,I_00319,16.53765178647826,107.64096096155315,10203.959980010986,residential_clean,2.2,0.0,114.17029710312926,False
J_00012,I_00967,16.560860715502322,107.6114362438481,8147.090132713318,residential_clean,2.2,0.0,307.0831132464287,False
J_00013,I_00642,16.57201497314066,107.59689992686017,7689.924242973328,residential_clean,2.2,0.0,471.0852955165716,False
J_00014,I_00337,16.24267922395346,107.24297486698197,5096.558259487152,residential_clean,5.2,0.0,10.174078271439432,False
J_00015,I_00428,16.657298374109597,107.4562841784747,4926.937690734863,residential_clean,2.2,0.0,178.45715118247915,False
J_00016,I_00190,16.64963862862241,107.46759420315082,4517.024087905884,residential_clean,2.2,0.0,192.32375682574883,False
J_00017,I_00859,16.631463984075427,107.51103653068377,4204.594349861145,residential_clean,2.2,0.0,2.690493183024078,False
J_00018,I_01096,16.510692111870366,107.44184480825346,3762.6395778656006,normal,1.0,0.0,37.75364957317597,False
J_00019,I_00625,16.488476123338426,107.75079833398023,3588.576114177704,normal,1.0,0.0,4.369633768958332,False
J_00020,I_01113,16.17280773527207,107.69679441976473,3240.7596549987793,residential_clean,2.2,0.0,114.03597478164873,False
J_00021,I_00589,16.179501389096437,107.70143571489471,3156.5854682922363,residential_clean,2.2,0.0,8.85564212210104,False
