bts_id,power_id,total_time_hr,operating_cost_vnd_24h,travel_cost_vnd,total_cost_vnd
BTS_06458,POWER_0065,0.1648037509633932,88163.0,23253.0320415871,111416.0320415871
BTS_00852,POWER_0012,1.1049703857225477,88163.0,258377.10992564517,346540.10992564517
BTS_05590,POWER_0108,0.3085126268557853,88163.0,62778.34964747122,150941.34964747122
BTS_02881,POWER_0021,0.4089812707334239,1680000.0,59637.06267880233,1739637.0626788023
BTS_03951,POWER_0048,1.059302772588239,88163.0,218398.64436077108,306561.64436077105
BTS_06361,POWER_0028,0.7261556348589647,88163.0,104217.23113298006,192380.23113298006
BTS_01279,POWER_0086,0.6543878939590011,1680000.0,140557.0305553589,1820557.0305553589
BTS_06138,POWER_0072,1.002223250621996,88163.0,180444.94773859173,268607.9477385917
BTS_04523,POWER_0123,0.0703755128833959,1680000.0,24639.463092256334,1704639.4630922563
BTS_06341,POWER_0026,0.6108989950104035,88163.0,103137.70125614305,191300.70125614305
BTS_06319,POWER_0002,0.9988734307543058,88163.0,210880.31459141773,299043.31459141773
BTS_04447,POWER_0060,0.2839012676963898,88163.0,44357.38064896257,132520.38064896257
BTS_00102,POWER_0043,0.2306333428227387,88163.0,35741.93880173313,123904.93880173314
BTS_01019,POWER_0011,0.5286422860130315,88163.0,102705.97111646563,190868.97111646563
