cow_id,site_id,latitude,longitude,coverage_radius_m,pop_in_buffer_total,pop_in_buffer_in_outage,total_cost_vnd,deployment_time_hr
COW_001,1,16.471605994639322,107.58732256465188,4000.0,349945.3125,240967.53125,20008816.531438824,0.5766654908
COW_005,0,16.472721047842814,107.58520926946088,4000.0,350407.4375,242601.984375,20004916.76703304,0.5427544959
COW_006,3,16.45984020064408,107.58630398236359,2000.0,138234.4375,105994.3984375,15005104.647195924,0.5403529423
COW_007,76,16.464524254102365,107.58809748574271,2000.0,150562.5,127480.84375,15004532.315151785,0.5358285783
