power_id,bts_id,latitude,longitude,coverage_radius_m,pop_in_buffer_total,pop_in_buffer_in_outage,total_cost_vnd,deployment_time_hr
POWER_0090,2470,16.39875027040498,107.673748849305,2500.0,25301.7421875,2208.0380859375,108071.55947421023,0.1473115545445605
POWER_0130,2495,16.546250269814994,107.467082183465,1000.0,4267.6357421875,4202.16064453125,1696231.7625088545,0.1254234150185651
POWER_0021,2712,16.55791693643498,107.396248850415,1000.0,1248.170166015625,1248.170166015625,1691663.1570028695,0.0963478187193575
POWER_0106,2759,16.50541693664497,107.408748850365,1000.0,872.133056640625,872.133056640625,1759806.9763343947,0.3065856410251427
POWER_0150,2822,16.120000271527225,107.6587488492951,2500.0,3842.590087890625,2474.03076171875,1798040.3751219627,0.9751161423118662
POWER_0089,2862,16.516250269934975,107.599582182935,2500.0,24696.56640625,21255.94140625,1749177.9387758602,0.1778016072409106
POWER_0099,2881,16.496250270014983,107.497915516675,2500.0,19664.19140625,0.0,1739637.0626788023,0.4089812707334239
POWER_0033,2936,16.535694714732383,107.46930440527626,1000.0,3132.850341796875,1223.73095703125,117385.95078813838,0.1969151538449586
POWER_0082,2937,16.390416937104984,107.71374884914502,2500.0,13410.1708984375,4019.987060546875,113121.57112055825,0.1890290420578703
POWER_0017,2953,16.268750270924983,108.044582181155,2500.0,3381.47119140625,1400.2265625,179502.94352830562,0.5728042174008242
POWER_0031,3050,16.25875027096498,107.939582181575,2500.0,8650.3857421875,273.0565185546875,138812.19228473504,0.3206023257230711
POWER_0002,3053,16.333750270664982,107.749582182335,1000.0,2893.99072265625,623.6326904296875,120090.88903631947,0.2186111300082472
POWER_0028,3055,16.257916938045742,107.98166551481316,2500.0,5233.66162109375,149.44056701660156,177729.06752988038,0.4490163577206093
POWER_0092,3164,16.449583603949907,107.77833218228804,2500.0,12599.078125,0.5518230199813843,243029.48967905375,0.6533740439307493
POWER_0005,3181,16.637083602784973,107.42124885031502,1000.0,2335.23828125,2335.23828125,135360.35084256442,0.28261080573954
POWER_0047,3215,16.314583604074976,107.778748848885,2500.0,14001.0576171875,0.0,104848.72079978418,0.1378385631286519
POWER_0101,3239,16.47375027010498,107.519582183255,1000.0,3485.48681640625,2119.08935546875,1733183.6282863698,0.1961834237148326
POWER_0125,3310,16.29958360413498,107.345415517285,1000.0,410.3853759765625,302.27801513671875,1710508.0454774774,0.25202298437916
POWER_0011,3430,16.3941669370973,107.69541551581412,1000.0,1944.521484375,1187.0572509765625,107364.39071199004,0.1414697256392632
POWER_0051,3436,16.43000027028739,107.59041551623687,1000.0,9813.33203125,0.0,103382.59641500685,0.0984405870916433
POWER_0111,3481,16.28541693752498,107.220415517785,1000.0,2761.784423828125,2681.1669921875,172896.83035770134,0.6999751203462284
POWER_0123,3484,16.502083603324984,107.467082183465,1000.0,4555.66015625,311.304443359375,1710509.7184651399,0.2289703568290468
POWER_0084,3494,16.473750270104983,107.513748849945,2500.0,17591.5859375,3917.158935546875,1720471.110850535,0.3112601200127473
POWER_0116,3528,16.23875027104499,108.082082181005,2500.0,7803.7109375,0.0,190858.75786869414,0.6666131184735989
POWER_0074,3531,16.462916936814985,107.716248849135,2500.0,6636.94775390625,8.670944213867188,99926.41407118131,0.0675818086786586
POWER_0068,3563,16.47958360341498,107.668748849325,2500.0,8627.9921875,101.9782943725586,112933.02592413902,0.1697846907249792
POWER_0014,3616,16.36458360387498,107.71874884912502,2500.0,18050.13671875,191.28652954101562,132336.2726332436,0.246428606002995
POWER_0069,3653,16.541250269834983,107.468748850125,1000.0,3508.2578125,2465.284423828125,1695628.1704287115,0.1291022774545735
POWER_0023,3742,16.49791693667498,107.559582183095,1000.0,6678.0234375,0.0,1698947.5559534114,0.0639196640261547
POWER_0030,3767,16.086250271654983,107.360415517225,1000.0,1399.05126953125,316.476806640625,187336.27743568804,0.8192575092513361
POWER_0137,3798,16.44208360356498,107.542915516495,1000.0,6925.1826171875,194.1697540283203,221747.87152301543,0.8562419813277565
POWER_0097,3951,16.527916936554984,107.508748849965,2500.0,19205.73828125,66.66818237304688,1744026.947238127,0.4160824163858282
POWER_0034,3991,16.44625027021498,107.532915516535,1000.0,5101.05517578125,0.0,1711607.8744015256,0.1856707822210691
POWER_0109,4058,16.28291693753498,107.93791551491502,2500.0,6317.4169921875,128.89889526367188,1732352.4674225226,0.3170394338548452
POWER_0094,4083,16.410416937024983,107.687082182585,1000.0,8240.419921875,927.8575439453125,101902.66482892404,0.0963511205182833
POWER_0122,4131,16.517083603264982,107.589582182975,2500.0,29770.939453125,24299.806640625,148154.25853443315,0.2002836815304328
POWER_0026,4230,16.440416937319558,107.56083218315273,1000.0,6507.435546875,340.099853515625,110993.57387335078,0.1469555523604583
POWER_0107,4233,16.28291693785766,107.93562384815714,2500.0,6343.79052734375,67.9981918334961,136635.5051238804,0.3026209970029677
POWER_0067,4252,16.45125027019499,107.572082183045,1000.0,18375.2109375,3675.084228515625,1691961.3670250182,0.0924954806071761
POWER_0091,4253,16.515416936604982,107.534582183195,1000.0,6032.6259765625,0.0,1716093.084766638,0.1385284132898044
POWER_0113,4337,16.292083604164976,107.78708218218502,2500.0,5653.71875,1270.0074462890625,104735.1263521186,0.1369001742131536
POWER_0132,4374,16.502639159198278,107.59347107224144,2500.0,69778.9609375,52210.5703125,131037.06038540797,0.1246152105840483
POWER_0110,4382,16.362916937214983,107.53374884986502,2500.0,2426.30224609375,0.0,178888.54760129872,0.4537391408196972
POWER_0076,4438,16.424583603634982,107.774582182235,2500.0,15542.4853515625,0.0,234612.98428445213,0.5838463906709969
POWER_0139,4447,16.39902804861333,107.63597107127946,2500.0,6323.2666015625,645.701416015625,197284.43574238286,0.6332245010899826
POWER_0127,4523,16.55625026977498,107.519582183255,2500.0,15993.7763671875,7201.9736328125,223441.1429445935,0.4442614096297425
POWER_0135,4569,16.337916937314976,107.662915516015,2500.0,1338.7218017578125,12.973705291748047,131532.68220528823,0.3411208292795527
POWER_0032,4578,16.38791693711499,107.856248848575,2500.0,12993.3779296875,0.0,147000.81508620034,0.4389299457826492
POWER_0071,4593,16.50333360332743,107.58041551627716,2500.0,65801.5390625,49148.140625,1739188.1372336512,0.1616557031298719
POWER_0136,4629,16.685000269267597,107.41624885027149,1000.0,3471.7626953125,2112.908935546875,169641.78748794348,0.4269202127418884
POWER_0052,4651,16.237916938125263,107.92999884835191,2500.0,2575.783447265625,0.0,173543.89596562067,0.3983802725744
POWER_0041,4703,16.38375027046498,107.56791551639502,2500.0,4554.39208984375,4.574865341186523,1737645.2122446415,0.2953447028116184
POWER_0016,4705,16.29625027081498,107.857082181905,2500.0,2538.87548828125,1879.4443359375,116394.06735735024,0.1186740176822726
POWER_0088,4723,16.687916935914984,107.451248850195,1000.0,293.7471008300781,264.656494140625,1774094.1363141562,0.5311339639149507
POWER_0140,4760,16.59541693628498,107.353748850585,1000.0,1407.939208984375,1407.939208984375,1703496.1546208332,0.0669192457452982
POWER_0048,4802,16.312916937414982,107.793748848825,2500.0,8465.8046875,0.0,102942.4053186617,0.1220907395889444
POWER_0044,4824,16.66958360265498,107.337915517315,2500.0,6777.23388671875,6500.6953125,1790375.7279602163,0.9117994918452648
POWER_0066,4837,16.626250269494975,107.424582183635,1000.0,2237.3828125,2237.3828125,1723186.9580922825,0.2613491259783704
POWER_0036,4853,16.472083603444982,107.562082183085,1000.0,29615.8125,29615.8125,95220.08779938862,0.0421410017053847
POWER_0012,5033,16.323750270704977,107.780415515545,2500.0,14451.9697265625,0.0,109269.52760309092,0.1564022598478473
POWER_0117,5090,16.497916936674976,107.569582183055,1000.0,11750.85546875,3476.7724609375,106872.49956991168,0.0619531112928954
